,Name,Website,Description,Tags,Country,Computer,Phone,TwitterUsername
487,Vinoth Chellamuthu,https://ecevinoth.github.io/#uses,Data Engineer,"Developer, Engineer, Backend, Python, Software Engineer, SQL, DevOps",🇮🇳,windows,android,https://twitter.com/ecevinoth
488,Caleb Ukle,https://calebukle.com/uses,"I'm a software developer, technology enthusiast, and simply enjoy learning new things.","Full Stack, .NET, C#, Angular, TypeScript, Blogger",🇺🇸,apple,iphone,https://twitter.com/CU_Galaxy
489,Armno Prommarak,https://armno.in.th/uses,"Frontend developer, blogger, cyclist.","Developer, Front End, JavaScript, CSS, HTML, Angular, TypeScript, Blogger, Performance",🇹🇭,apple,iphone,https://twitter.com/armno
490,Donavon West,https://donavon.com/uses,Spread Love {...❤️},"API, Backend, Developer, Front End, Full Stack, Git, GitHub, GraphQL, HTML/CSS, JAMstack, JavaScript, macOS, Markdown, MDX, Netlify, Node.js, npm, Open Source Software, React, Remix, REST, Sass, SEO, Serverless, Software Developer, Software Engineer, TypeScript, VS Code, Web Developer, Web Development",🇺🇸,apple,android,https://twitter.com/donavon
491,Kieran Robson,https://kieranrobson.com/uses/,Information science PhD student | Hobbyist developer | Movie and TV Enthuiast,"JavaScript, Node.js, PhD Student, Developer, Discord, MongoDB, Docker, VPS, Discord.js",🇬🇧,windows,android,https://twitter.com/Kieranr27
492,Bezael Pérez,https://dominicode.com/uses,Front-end Developer passionate. Trainer & speaker,"Developer, Angular, Youtuber, TypeScript, JavaScript, CSS, Node.js, Teacher",🇩🇴,apple,android,https://twitter.com/bezael_dev
493,Diego Costa,https://diegocosta.me/uses,Engineering Manager and Full-stack software engineer,"Full Stack, React, Developer, Front End, JavaScript, TypeScript, React Native, Problem Solver, Gatsby, Manager, Vercel, Styled Components, Bald, Remix, Next.js, Styled-Components, Vite, Tech Lead",🇧🇷,apple,iphone,https://twitter.com/diegocoxta
494,Jordi Hoven,https://www.jordihoven.nl/uses,"Healthcare engineer, UX Designer, Whisky lover","Developer, UX Designer, Engineer, JavaScript, CSS",🇳🇱,windows,iphone,
495,Asur Bernardo,https://asur.dev/uses/,Back end developer with no aesthetic sense. Full stack with reservations. Open-source enthusiast. Continuous learner!,"Developer, Backend, SEO, SCSS, HTML, JavaScript, PHP, Node.js, Open Source Software, FOSS",🇪🇸,linux,android,https://twitter.com/asurbernardo
496,Zura Gabievi,https://gist.github.com/zgabievi/60e81da327c1c80cdca3f65b39baa23d,Front-end Team Lead.,"Angular, React, Svelte, Vue.js, Laravel, Styled Components, Developer, JavaScript, TypeScript, SCSS",🇬🇪,apple,iphone,https://twitter.com/zgabievi
497,Olek Baran,https://olekbaran.com/uses/,Front-end web developer using React and Next.js,"Front End, Developer, JAMstack, JavaScript, TypeScript, React, Next.js, Vercel",🇵🇱,apple,iphone,https://twitter.com/olekbaran
498,Francis Sunday,https://hakaselogs.me/2020-01-10/what-i-use,Software Engineer | Gopher | Hacker,"Developer, Engineer, Full Stack, JavaScript, PHP, Go, React, Node.js",🇳🇬,apple,iphone,https://twitter.com/codehakase
499,Maxim Zubarev,https://maximzubarev.com/uses,"Enthusiast with an opinion. I use things, press buttons, and sometimes go to places.","Blogger, Freelancer, Full Stack, Front End, Node.js, GraphQL, React, React Native, Gatsby, Next.js, Ruby on Rails, Flutter, TypeScript, Machine Learning",🇩🇪,apple,iphone,https://twitter.com/mxmzb
500,Brian Swank,https://swank.dev/uses/,Combat Veteran; Software Engineer; Mentor,"Developer, Python, Django, JavaScript, Node.js, Serverless, Netlify, Cloudflare, Vue.js, Gridsome, Nuxt, AWS",🇺🇸,apple,iphone,https://twitter.com/briansw
501,Jakub Soboczyński,https://jakubsoboczynski.pl/uses,"Frontend Developer, who actively explores other technologies and paths, including backend development, and contributes to open-source projects like Raycast, while also having a passion for automation and electronic music, particularly dark techno.","Front End, Developer, JavaScript, TypeScript, React, Next.js, Vue.js, Nuxt, macOS, CSS, TailWindCSS, Node.js, VS Code, Astro",🇵🇱,apple,iphone,https://twitter.com/teziovsky
502,"Jesús Leganés-Combarro ""piranna""",https://piranna.github.io/uses,"Passionate computers engineer and ex-PhD. candidate in Computers Engineering. Proud advocate of Open Source, standards, specifications, and best practices.","Accessibility, Architect, AWS, Azure, Backend, C, C++, Cloud, Debian, Design Systems, Developer, DevOps, Dev Ops, Django, Docker, Electron, Engineer, Entrepreneur, Fastify, Freelancer, Front End, Full Stack, HTML, JavaScript, JAMstack, Linux, macOS, Mentor, Node.js, NodeOS, Performance, PostgreSQL, Python, React, React Native, Remote, Rust, Serverless, Software Engineer, SQL, Speaker, Teacher, Testing, Ubuntu, UI, VS Code, Web, Web Development",🇪🇸,linux,android,https://twitter.com/el_piranna
503,José Manuel Lucas,https://jmlweb.es/blog/2020/uses/,Professional Frontend Engineer - Amateur musician,"Developer, Front End, Teacher, JavaScript, React, CSS, Functional Programming, Music",🇪🇸,apple,android,https://twitter.com/jmlweb
504,Rostyslav Ugryniuk,https://ugross.dev/uses,"Front-end Developer, Snowboarder, and Traveler.","Developer, Front End, Remote, TypeScript, JavaScript, GraphQL, HTML, CSS, React, Sass, Styled-Components",🇺🇦,apple,iphone,https://twitter.com/ug_ross
505,Nick Reutlinger,https://nickreutlinger.de/uses,Web Developer with Javascript and SvelteKit,"JavaScript, Node, Svelte, SvelteKit, Tauri, HTML5, CSS3, Git, GitHub, vscode, Figma, Developer, Linux, Vercel, Vite",🇩🇪,windows,iphone,
506,Dylan Sheffer,https://www.dylansheffer.com/posts/uses/,Web Developer. A11y Advocate. Tea Enthusiast.,"Accessibility, Developer, Full Stack, Front End, React, Gatsby, JavaScript, Entrepreneur, Styled-Components, Speaker, Freelancer",🇺🇸,apple,android,https://twitter.com/dylansheffer
507,Simon Rogers,https://midnite.uk/uses,Software Engineer,"JavaScript, TypeScript, AWS, PHP, Laravel, C#, MySQL, MSSQL, SQL, Vue, React, Angular, Software Engineer, Solutions Architect",🏴󠁧󠁢󠁥󠁮󠁧󠁿,apple,iphone,https://twitter.com/midniteuk
508,Daniel Flege,https://danielflege.com/uses/,Web Developer & Podcaster 🖥🎙 Loves Rails and Front End Stuff. My three girls are the {CSS} to my <html> 👨‍👩‍👧‍👧,"Developer, Blogger, Podcaster, CSS, Front End, HTML, React, Gatsby, Web Developer, JavaScript, JAMstack, Remote, Writer, Ruby on Rails, TailWindCSS, PostgreSQL",🇩🇪,apple,iphone,https://twitter.com/flegedaniel
509,Lukasz Tkacz,https://tkacz.pro/uses/,"Software Architect, Senior Fullstack Developer, Scrum Master","PHP, Laravel, TypeScript, JavaScript, Full Stack, Docker, Windows, MongoDB, MySQL, Vue.js, Backend, Front End, Developer, WordPress, Remote",🇵🇱,windows,android,
510,Michael Mior,https://michael.mior.ca/uses/,Assistant Professor and Director of the Data Unity Lab at RIT,"Developer, Teacher",🇺🇸,apple,android,https://twitter.com/michaelmior
511,sheep,https://sheepdev.xyz/uses,"software engineer from zagreb, croatia","Software Engineer, Golang, Linux, Docker, Bash",🇭🇷,linux,android,
512,Eivind Lindbråten,https://madebymist.com/uses,One-man studio handcrafting apps and websites,"Developer, TypeScript, Next.js, Sanity, Tailwind, Swift, SwiftUI, ComosableArchitecture, Design-oriented",🇳🇴,apple,iphone,https://twitter.com/eivindml
513,Juan Villela,https://cleverlaziness.xyz/uses/,"I like websites. Occasionally, I make them.","Front-End, Web, Accessibility, Automation, React, Angular, Node.js, TypeScript, SQL, Go",🇺🇸,apple,iphone,https://twitter.com/fourjuaneight
514,Christopher Talke,https://talke.dev/uses,ICT Professional / Fullstack Web Developer and Skateboarder,"Developer, Full Stack, Web, Gatsby, DevOps, Node.js, JavaScript, React",🇦🇺,windows,iphone,https://twitter.com/cbtalke
515,Brian Mitchell,https://brianm.me/uses,Frontend software engineer and co-organizer of JavaScriptMN. Occasionally a lighting designer.,"Front End, Engineer, Software Engineer, HTML, CSS, SCSS, JavaScript, TypeScript, React, Speaker",🇺🇸,apple,iphone,https://twitter.com/BrianMitchL
516,Adam Laycock,https://www.arcath.net/uses,"IT Engineer, Web Developer & Blogger","Engineer, Full Stack, TypeScript, Blogger, JavaScript, Node.js",🇬🇧,windows,android,https://twitter.com/arcathwhitefall
517,Matt Layman,https://www.mattlayman.com/uses/,A Python developer focused on Django,"Python, Django, webdev, Twitch",🇺🇸,apple,android,https://twitter.com/mblayman
518,Jakub T. Jankiewicz,https://jakub.jankiewicz.org/uses/,"Front-End Developer, Blogger, Teacher, Mentor, and Open Source programmer","Front End, JavaScript, TypeScript, React, React Native, SQL, PHP, SEO, MySQL, Prisma, SQLite, Firebase, Node.js, Express.js, Apollo, GraphQL, Emacs, Linux, Eleventy",🇵🇱,linux,android,https://twitter.com/jcubic
519,Braden Watkins,https://bradenwatkins.dev/uses,"Student, Full Stack Developer, Lover of all things analog","Full Stack, Developer, Web Developer, JavaScript, Python, Go",🇺🇸,apple,iphone,
520,NaveenSingh,https://naveensingh.dev/uses/,"Full Stack Developer from India, Coimbatore 🇮🇳","Angular, React, Laravel, Flutter, Next.js, Full Stack, Git, JavaScript, Styled Components",🇮🇳,apple,iphone,https://twitter.com/NaveensinghMtp
521,Jorge Calle,https://jorgecalle.co/uses,Hello world! I am a Software Engineer and a Javascript developer from Sahagún (CO),"Developer, JavaScript, Full Stack, Node.js, React, Firebase, GraphQL",🇨🇴,linux,android,https://twitter.com/jorcalle11
522,Sean Coker,https://sean.is/using,Creator & Thinker. Sometimes simultaneously.,"JavaScript, Developer, React, Full Stack, Node.js, Engineer, Entrepreneur, Designer, AWS, Performance, Accessibility, UX, UI, Swift, Kotlin, iOS, Android",🇺🇸,apple,android,https://twitter.com/okcoker
523,Sergey Lysenko,https://soulwish.info/uses/,"Front-end developer, guitar player, MTB rider, snowboarder, runner.","Developer, Engineer, Full Stack, Front End, Teacher, Speaker, JavaScript, React, AngularJS, Node.js, CSS, HTML, Performance",🇺🇦,apple,iphone,https://twitter.com/Soul_Wish
524,Stefan Zweifel,https://stefanzweifel.io/uses/,Full Stack Developer trying to make the web a better place. Working mostly with Laravel and Tailwind CSS.,"Full Stack, PHP, TailWindCSS, Laravel, Vue.js, Developer, Writer, Designer, Backend, Front End, CSS, JavaScript",🇨🇭,apple,iphone,https://twitter.com/_stefanzweifel
525,Randy Daniel,https://randy.digital/uses,(UI/UX Designer) + Developer,"Figma, Designer, Developer, HTML, CSS, JavaScript, Salesforce, Svelte, Vercel, Accessibility, UX, UI",🇺🇸,windows,iphone,https://twitter.com/randydigital_
526,Dhananjay Porwal,https://github.com/DhananjayPorwal/Grey-Test/blob/gh-pages/dhananjayporwal_uses.md,"Self taught Cyber Security Analyst, Graphic Designer and Front-end Developer","Ethical Hacker, Metasploit Framework, Nmap, OpenSSH, Wireshark, Nessus, Snort, John the Rippe, JavaScript, Front End",🇮🇳,apple,android,https://twitter.com/dhananjayindia7
527,Cesar Gomez,https://cesargomez.io/uses,Front-end developer,"Developer, Front End, JavaScript, TypeScript, React, Next.js, GraphQL, Styled-Components, Tailwind",🇨🇴,apple,iphone,https://twitter.com/cgope
528,Carretta Riccardo,https://carrettariccardo.dev/uses/,Software Developer & UX/UI Designer,"Flutter, Node, Next.js, Vue, Nuxt, Svelte, SvelteKit, React, JavaScript, TailWindCSS, Firebase, Full Stack, Figma, Adobe XD, UX, UI, Developer, Designer",🇮🇹,windows,android,https://twitter.com/_not_sure_rick
529,Eduardo Reveles,https://www.osiux.ws/about/uses,"Web Engineer, Husband, Gamer.","Developer, Full Stack, PHP, JavaScript, Laravel, React",🇲🇽,linux,android,https://twitter.com/osiux
530,Yves Engetschwiler,http://bee-interactive.ch/uses,"Developer, cms enthusiast, bicycle traveler, content creator, Independent at Bee Interactive","Backend, Bee Interactive, Lochness CMS, Full Stack, Traveler, Developer, Laravel, Livewire",🇨🇭,apple,android,https://twitter.com/yvesdesign
531,Simon Aronsson,https://simme.dev/uses,"Developer Advocate, Cloud and DevOps Aficionado, Full-stack Developer","Developer, Full Stack, Developer Advocate, Teacher, Architect, JavaScript, Go, Cloud, DevOps, Agile",🇸🇪,apple,iphone,https://twitter.com/0x12b
532,Marco Poletto,https://poletto.dev/uses/,"Engineering Manager @ Laiye, Frontend Developer, UI engineer, Mentor","Manager, JavaScript, Vue.js, React, GraphQL, Front End",🇮🇹,apple,iphone,https://twitter.com/polettoweb
533,Alba Silvente,https://dawntraoz.com/uses,"Front-end developer, Vue & Tailwind CSS lover. Hip Hop & Afro house dancer.","Front End, Engineer, SCSS, Vue.js, AMP, TailWindCSS, Performance, PWA, Remote, Zeplin",🇪🇸,windows,android,https://twitter.com/dawntraoz
534,Daniel Roe,https://roe.dev/uses,Nuxt architect and open source lover,"TypeScript, JavaScript, Serverless, JAMstack, Nuxt, Nuxt.js, Vue, Vue.js",🇬🇧,apple,android,https://twitter.com/danielcroe
535,Ray Gervais,https://raygervais.dev/uses,"Cloud Engineer, Application Developer, Blogger, Musician, Failing Linux Advocate","DevOps, Full Stack, Go, Python, Ruby, JavaScript, Docker, Optimizaton, Node.js",🇨🇦,windows,iphone,https://twitter.com/_raygervais
536,Georgi Yanev,https://gyanev.com/uses/,"Software Engineer, FPV Drone Pilot, Blogger, YouTuber","Engineer, Full Stack, Entrepreneur, Teacher, Youtuber, Blogger, JavaScript, React, Electron, Python, FPVtips, Developer",🇫🇮,apple,android,https://twitter.com/jumpalottahigh
537,Marko Kaartinen,https://markok.dev/uses,Web developer / entrepreneur / geek from Kuopio Finland who makes pizza and burgers at freetime. Also some gaming and well of course personal projects.,"Developer, PHP, Laravel, HTML, Blogger, TailWindCSS, Web Developer, Entrepreneur, WordPress, Web Development, macOS, Gamer",🇫🇮,apple,iphone,https://twitter.com/markok
538,Alberto Ventafridda,https://halb.it/uses/,"Developer, hacker. Passionate about cyber security, web development and distributed systems.","Full Stack, React, Kubernetes, Vim, DevOps, Docker, Python, JavaScript, FastAPI, Flask, UI/UX, CSS, PostgreSQL",🇮🇹,linux,android,https://twitter.com/albertCoolwind
539,Ryan Freeman,https://ryanfreeman.dev/uses,"Full-stack software engineer from Dublin, Ireland","Java, JavaScript, Python, React, Spring, AWS, Node.js, Next.js",🇮🇪,windows,iphone,https://twitter.com/ryanfreeman_dev
540,Julio Lozovei,https://jlozovei.dev/uses,"Front-end bugs developer, writer/speaker and amateur musician from Brazil 🤘","Front End, HTML, CSS, JavaScript, Vue.js, React, WordPress, Writer, Speaker, Performance, Accessibility",🇧🇷,apple,iphone,https://twitter.com/juliolozovei
541,Dao Chau,https://daochau.com/uses/,Another hard-working developer on earth.,"Developer, WordPress, Backend, PHP, Performance",🇻🇳,windows,android,https://twitter.com/daomapsieucap
542,Ammar Alakkad,https://ammar.codes/uses/,Sr. Frontend Engineer,"Web, Developer, Full Stack, Front End, Backend, JavaScript, Vue.js, CSS, Vim, GitLab",🇹🇷,apple,iphone,https://twitter.com/AmmarCodes
543,Dmytro Litvinov,https://dmytrolitvinov.com/uses/,Full Stack Python developer from 🇺🇦,"Developer, Web Developer, Full Stack, Python, Django",🇺🇦,apple,iphone,https://twitter.com/DmytroLitvinov
544,Sunny,https://sny.sh/#uses,"Programmer, designer, musician, photographer and video editor.","CSS, Designer, Developer, Full Stack, HTML, JavaScript, Node.js",🇩🇪,linux,android,
545,Alex Duval,https://www.alexduval.fr/uses,"Fullstack Dev, Teacher, Freeride skier","Developer, Full Stack, Web, JAMstack, Vue.js, Nuxt, JavaScript, TailWindCSS, Vuetify",🇫🇷,apple,iphone,https://twitter.com/xlanex6
546,Alessia Bellisario,https://aless.co/uses,"Web engineer, mechanical keyboard builder, plotter art maker.","Developer, Full Stack, JavaScript, React, Rust, WebAssembly, Gatsby, Blogger",🇨🇦,apple,iphone,
547,Mostafa Hosseini,https://mostafa-hosseini.me/uses,Fullstack Developer,"Backend, Front End, Full Stack, PHP, Laravel, Go, JavaScript, Vue.js, Express.js, REST, Docker",🇮🇷,apple,android,https://twitter.com/moostaaafaa
548,Emma Goto,https://emgoto.com/uses,"Frontend developer, blogger and creator of Trello power-ups.","Front End, Blogger, React, Gatsby",🇯🇵,apple,android,https://twitter.com/emma_goto
